 ,Date,Observers,Note,Phase,Flowers on Ground (0-4),Nuts on Tree (0-4)?,Nuts on Ground?,% Canopy w/ Leaves,% of Leaves Green,,
36,25/04/2024,FCM,,,0,0,None,80,95,,
35,25/04/2024,FCM,,,0,1,None,80,95,,
,,,,,,,,,,,
41,06/05/2024,FCM,,,0,0,None,75,95,,
20,06/05/2024,FCM,,,0,4,None,80,95,,
21,06/05/2024,FCM,,,0,3,None,85,95,,
22,06/05/2024,FCM,,,0,2,None,90,90,,
23,06/05/2024,FCM,,,-,-,-,-,-,,
26,06/05/2024,FCM,,,0,2,None,85,90,,
27,06/05/2024,FCM,,,0,1,None,85,90,,
28,06/05/2024,FCM,,,0,1,None,65,85,,
43,06/05/2024,FCM,,,0,1,None,60,90,,
29,06/05/2024,FCM,,,-,-,-,-,-,,
24,06/05/2024,FCM,,,0,2,None,75,95,,
25,06/05/2024,FCM,,,0,1,None,80,90,,
42,06/05/2024,FCM,,,0,1,None,80,90,,
Z,06/05/2024,FCM,,,0,2,None,90,95,,
39,06/05/2024,FCM,,,-,-,-,-,-,,
38,06/05/2024,FCM,,,0,4,None,90,90,,
30,06/05/2024,FCM,,,0,3,None,75,90,,
31,06/05/2024,FCM,,,0,1,None,85,95,,
40,06/05/2024,FCM,,,0,4,None,90,95,,
37,06/05/2024,FCM,,,0,2,None,85,90,,
32,06/05/2024,FCM,,,0,1,None,75,90,,
33,06/05/2024,FCM,,,0,1,None,95,95,,
36,06/05/2024,FCM,,,0,0,None,80,95,,
35,06/05/2024,FCM,,,0,1,None,80,95,,
,,,,,,,,,,,
41,05/21/2024,JCS,,,0,1,None,75,80,,
20,05/21/2024,JCS,,,0,4,None,95,95,,
21,05/21/2024,JCS,,,0,3,None,90,90,,
22,05/21/2024,JCS,,,0,2,None,95,95,,
23,05/21/2024,JCS,,,-,-,-,-,-,,
26,05/21/2024,JCS,,,0,3,None,100,95,,
27,05/21/2024,JCS,,,0,2,None,100,90,,
28,05/21/2024,JCS,,,0,2,None,75,90,,
43,05/21/2024,JCS,,,0,2,None,40,80,,
29,05/21/2024,JCS,,,-,-,-,-,-,,
24,05/21/2024,JCS,,,0,4,None,70,85,,
25,05/21/2024,JCS,,,0,2,None,90,95,,
42,05/21/2024,JCS,,,0,2,None,90,95,,
Z,05/21/2024,JCS,,,0,2,None,100,95,,
39,05/21/2024,JCS,,,-,-,-,-,-,,
38,05/21/2024,JCS,,,0,4,None,90,90,,
30,05/21/2024,JCS,,,0,3,None,75,95,,
31,05/21/2024,JCS,,,0,1,None,70,80,,
40,05/21/2024,JCS,,,0,4,None,85,95,,
37,05/21/2024,JCS,,,0,2,None,80,100,,
32,05/21/2024,JCS,,,0,1,None,70,95,,
33,05/21/2024,JCS,,,0,1,None,90,100,,
36,05/21/2024,JCS,,,0,0,None,75,95,,
35,05/21/2024,JCS,,,0,2,None,70,95,,
,,,,,,,,,,,
41,06/04/2024,JCS,,,0,1,None,80,80,,
20,06/04/2024,JCS,,,0,4,None,95,95,,
21,06/04/2024,JCS,,,0,3,None,90,95,,
22,06/04/2024,JCS,,,0,2,None,95,95,,
23,06/04/2024,JCS,,,-,-,-,-,-,,
26,06/04/2024,JCS,,,0,3,None,95,95,,
27,06/04/2024,JCS,,,0,2,None,95,90,,
28,06/04/2024,JCS,,,0,2,None,65,90,,
43,06/04/2024,JCS,,,0,2,None,40,80,,
29,06/04/2024,JCS,,,-,-,-,-,-,,
24,06/04/2024,JCS,,,0,4,None,75,90,,
25,06/04/2024,JCS,,,0,3,None,95,100,,
42,06/04/2024,JCS,,,0,2,None,90,90,,
Z,06/04/2024,JCS,,,0,2,None,100,95,,
39,06/04/2024,JCS,,,-,-,-,-,-,,
38,06/04/2024,JCS,,,0,4,None,90,95,,
30,06/04/2024,JCS,,,0,4,None,80,95,,
31,06/04/2024,JCS,,,0,1,None,75,95,,
40,06/04/2024,JCS,,,0,4,None,80,95,,
37,06/04/2024,JCS,,,0,3,None,80,100,,
32,06/04/2024,JCS,,,0,1,None,75,95,,
33,06/04/2024,JCS,,,0,1,None,95,95,,
36,06/04/2024,JCS,,,0,0,None,90,100,,
35,06/04/2024,JCS,,,0,1,None,70,90,,
,,,,,,,,,,,
41,06/19/2024,JCS,,,0,1,None,80,80,,
20,06/19/2024,JCS,,,0,4,None,95,95,,
21,06/19/2024,JCS,,,0,3,None,95,95,,
22,06/19/2024,JCS,,,0,2,None,95,95,,
23,06/19/2024,JCS,,,-,-,-,-,-,,
26,06/19/2024,JCS,,,0,4,None,95,100,,
27,06/19/2024,JCS,,,0,1,None,95,95,,
28,06/19/2024,JCS,,,0,2,None,80,95,,
43,06/19/2024,JCS,,,0,2,None,50,95,,
29,06/19/2024,JCS,,,-,-,-,-,-,,
24,06/19/2024,JCS,,,0,4,None,80,90,,
25,06/19/2024,JCS,,,0,3,None,95,95,,
42,06/19/2024,JCS,,,0,2,None,95,95,,
Z,06/19/2024,JCS,,,0,3,None,95,90,,
39,06/19/2024,JCS,,,-,-,-,-,-,,
38,06/19/2024,JCS,,,0,4,None,95,95,,
30,06/19/2024,JCS,,,0,4,None,85,95,,
31,06/19/2024,JCS,,,0,1,None,80,95,,
40,06/19/2024,JCS,,,0,4,None,95,100,,
37,06/19/2024,JCS,,,0,3,None,90,100,,
32,06/19/2024,JCS,,,0,1,None,75,100,,
33,06/19/2024,JCS,,,0,1,None,95,95,,
36,06/19/2024,JCS,,,0,0,None,90,100,,
35,06/19/2024,JCS,,,0,1,None,70,95,,
,,,,,,,,,,,
41,07/04/2024,JCS+GLA+DVH,,,0,1,None,75,75,,
20,07/04/2024,JCS+GLA+DVH,,,0,4,None,95,95,,
21,07/04/2024,JCS+GLA+DVH,,,0,3,None,95,95,,
22,07/04/2024,JCS+GLA+DVH,,,0,2,None,95,95,,
23,07/04/2024,JCS+GLA+DVH,,,-,-,-,-,-,,
26,07/04/2024,JCS+GLA+DVH,,,0,4,None,95,95,,
27,07/04/2024,JCS+GLA+DVH,,,0,1,None,95,95,,
28,07/04/2024,JCS+GLA+DVH,,,0,2,None,80,95,,
43,07/04/2024,JCS+GLA+DVH,,,0,2,None,50,90,,
29,07/04/2024,JCS+GLA+DVH,,,-,-,-,-,-,,
24,07/04/2024,JCS+GLA+DVH,,,0,4,None,80,90,,
25,07/04/2024,JCS+GLA+DVH,,,0,3,None,95,90,,
42,07/04/2024,JCS+GLA+DVH,,,0,2,None,95,95,,
Z,07/04/2024,JCS+GLA+DVH,,,0,3,None,95,90,,
39,07/04/2024,JCS+GLA+DVH,,,-,-,-,-,-,,
38,07/04/2024,JCS+GLA+DVH,,,0,4,None,95,95,,
30,07/04/2024,JCS+GLA+DVH,,,0,4,None,85,95,,
31,07/04/2024,JCS+GLA+DVH,,,0,1,None,80,95,,
40,07/04/2024,JCS+GLA+DVH,,,0,4,None,95,90,,
37,07/04/2024,JCS+GLA+DVH,,,0,3,None,90,100,,
32,07/04/2024,JCS+GLA+DVH,,,0,1,None,75,95,,
33,07/04/2024,JCS+GLA+DVH,,,0,1,None,95,90,,
36,07/04/2024,JCS+GLA+DVH,,,0,0,None,90,100,,
35,07/04/2024,JCS+GLA+DVH,,,0,1,None,70,95,,
,,,,,,,,,,,
41,07/17/2024,GLA+DVH,,,0,1,None,70,75,,
20,07/17/2024,GLA+DVH,,,0,4,None,95,95,,
21,07/17/2024,GLA+DVH,,,0,3,None,95,95,,
22,07/17/2024,GLA+DVH,,,0,2,None,95,95,,
23,07/17/2024,GLA+DVH,,,-,-,-,-,-,,
26,07/17/2024,GLA+DVH,,,0,4,None,95,100,,
27,07/17/2024,GLA+DVH,,,0,1,None,95,95,,
28,07/17/2024,GLA+DVH,,,0,2,None,75,90,,
43,07/17/2024,GLA+DVH,,,0,2,None,50,85,,
29,07/17/2024,GLA+DVH,,,-,-,-,-,-,,
24,07/17/2024,GLA+DVH,,,0,4,None,80,90,,
25,07/17/2024,GLA+DVH,,,0,3,None,95,90,,
42,07/17/2024,GLA+DVH,,,0,2,None,95,95,,
z,07/17/2024,GLA+DVH,,,0,3,None,95,90,,
39,07/17/2024,GLA+DVH,,,-,-,-,-,-,,
38,07/17/2024,GLA+DVH,,,0,4,None,95,95,,
30,07/17/2024,GLA+DVH,,,0,4,None,85,95,,
31,07/17/2024,GLA+DVH,,,0,1,None,80,95,,
40,07/17/2024,GLA+DVH,,,0,4,None,95,90,,
37,07/17/2024,GLA+DVH,,,0,3,None,90,100,,
32,07/17/2024,GLA+DVH,,,0,1,None,75,95,,
33,07/17/2024,GLA+DVH,,,0,1,None,95,90,,
36,07/17/2024,GLA+DVH,,,0,0,None,90,100,,
35,07/17/2024,GLA+DVH,,,0,1,None,70,95,,
,,,,,,,,,,,
41,08/02/2024,JCS+DVH,,,0,1,None,70,70,,
20,08/02/2024,JCS+DVH,,,0,4,None,90,90,,
21,08/02/2024,JCS+DVH,,,0,3,None,90,90,,
22,08/02/2024,JCS+DVH,,,0,2,None,95,95,,
23,08/02/2024,JCS+DVH,,,-,-,-,-,-,,
26,08/02/2024,JCS+DVH,,,0,4,None,90,90,,
27,08/02/2024,JCS+DVH,,,0,1,None,90,90,,
28,08/02/2024,JCS+DVH,,,0,2,None,75,90,,
43,08/02/2024,JCS+DVH,,,0,2,None,45,80,,
29,08/02/2024,JCS+DVH,,,-,-,-,-,-,,
24,08/02/2024,JCS+DVH,,,0,4,None,80,90,,
25,08/02/2024,JCS+DVH,,,0,3,None,95,90,,
42,08/02/2024,JCS+DVH,,,0,2,None,95,95,,
Z,08/02/2024,JCS+DVH,,,0,3,None,90,85,,
39,08/02/2024,JCS+DVH,,,-,-,-,-,-,,
38,08/02/2024,JCS+DVH,,,0,4,None,95,90,,
30,08/02/2024,JCS+DVH,,,0,4,None,85,95,,
31,08/02/2024,JCS+DVH,,,0,1,None,80,90,,
40,08/02/2024,JCS+DVH,,,0,4,None,90,90,,
37,08/02/2024,JCS+DVH,,,0,3,None,90,100,,
32,08/02/2024,JCS+DVH,,,0,1,None,75,95,,
33,08/02/2024,JCS+DVH,,,0,1,None,95,90,,
36,08/02/2024,JCS+DVH,,,0,0,None,90,95,,
35,08/02/2024,JCS+DVH,,,0,1,None,75,95,,
,,,,,,,,,,,
41,08/13/2024,GLA+DVH,,,0,1,None,65,65,,
20,08/13/2024,GLA+DVH,,,0,4,None,90,90,,
21,08/13/2024,GLA+DVH,,,0,3,None,90,90,,
22,08/13/2024,GLA+DVH,,,0,2,None,90,95,,
23,08/13/2024,GLA+DVH,,,-,-,-,-,-,,
26,08/13/2024,GLA+DVH,,,0,4,None,90,90,,
27,08/13/2024,GLA+DVH,,,0,1,None,85,90,,
28,08/13/2024,GLA+DVH,,,0,2,None,75,90,,
43,08/13/2024,GLA+DVH,,,0,2,None,45,75,,
29,08/13/2024,GLA+DVH,,,-,-,-,-,-,,
24,08/13/2024,GLA+DVH,,,0,4,None,80,90,,
25,08/13/2024,GLA+DVH,,,0,3,None,95,85,,
42,08/13/2024,GLA+DVH,,,0,2,None,95,90,,
Z,08/13/2024,GLA+DVH,,,0,3,None,90,80,,
39,08/13/2024,GLA+DVH,,,-,-,-,-,-,,
38,08/13/2024,GLA+DVH,,,0,4,None,95,90,,
30,08/13/2024,GLA+DVH,,,0,4,None,85,95,,
31,08/13/2024,GLA+DVH,,,0,1,None,80,90,,
40,08/13/2024,GLA+DVH,,,0,4,None,90,90,,
37,08/13/2024,GLA+DVH,,,0,3,None,90,100,,
32,08/13/2024,GLA+DVH,,,0,1,None,75,95,,
33,08/13/2024,GLA+DVH,,,0,1,None,95,90,,
36,08/13/2024,GLA+DVH,,,0,0,None,90,95,,
35,08/13/2024,GLA+DVH,,,0,1,None,75,95,,
,,,,,,,,,,,
41,08/27/2024,GLA+DVH,,,0,1,None,55,40,,
20,08/27/2024,GLA+DVH,,,0,4,None,90,90,,
21,08/27/2024,GLA+DVH,,,0,3,None,90,90,,
22,08/27/2024,GLA+DVH,,,0,2,None,90,95,,
23,08/27/2024,GLA+DVH,,,-,-,-,-,-,,
26,08/27/2024,GLA+DVH,,,0,4,None,90,90,,
27,08/27/2024,GLA+DVH,,,0,1,None,85,90,,
28,08/27/2024,GLA+DVH,,,0,2,None,75,85,,
43,08/27/2024,GLA+DVH,,,0,2,None,45,70,,
29,08/27/2024,GLA+DVH,,,-,-,-,-,-,,
24,08/27/2024,GLA+DVH,,,0,4,None,80,90,,
25,08/27/2024,GLA+DVH,,,0,3,None,95,85,,
42,08/27/2024,GLA+DVH,,,0,2,None,95,90,,
Z,08/27/2024,GLA+DVH,,,0,3,None,90,80,,
39,08/27/2024,GLA+DVH,,,-,-,-,-,-,,
38,08/27/2024,GLA+DVH,,,0,4,None,95,90,,
30,08/27/2024,GLA+DVH,,,0,4,None,85,95,,
31,08/27/2024,GLA+DVH,,,0,1,None,80,85,,
40,08/27/2024,GLA+DVH,,,0,4,None,90,85,,
37,08/27/2024,GLA+DVH,,,0,3,None,90,95,,
32,08/27/2024,GLA+DVH,,,0,1,None,75,95,,
33,08/27/2024,GLA+DVH,,,0,1,None,95,90,,
36,08/27/2024,GLA+DVH,,,0,0,None,90,95,,
35,08/27/2024,GLA+DVH,,,0,1,None,75,95,,
,,,,,,,,,,,
41,09/10/2024,GLA+JDT+DVH,Los cocos pueden ser vistos mejor. Al parecer hay nuevas hojas verdes brotando.,,0,1,None,0,0,,
20,09/10/2024,GLA+JDT+DVH,,,0,4,None,85,85,,
21,09/10/2024,GLA+JDT+DVH,,,0,3,None,85,60,,
22,09/10/2024,GLA+JDT+DVH,,,0,2,None,85,80,,
23,09/10/2024,GLA+JDT+DVH,,,-,-,-,-,-,,
26,09/10/2024,GLA+JDT+DVH,,,0,4,None,70,70,,
27,09/10/2024,GLA+JDT+DVH,,,0,1,None,80,85,,
28,09/10/2024,GLA+JDT+DVH,,,0,2,None,40,70,,
43,09/10/2024,GLA+JDT+DVH,,,0,2,None,40,50,,
29,09/10/2024,GLA+JDT+DVH,,,-,-,-,-,-,,
24,09/10/2024,GLA+JDT+DVH,,,0,4,None,70,70,,
25,09/10/2024,GLA+JDT+DVH,"Cayeron 7 cocos ""abortos"", de tamaño normal. Estos fueron abiertos y se observó que estaban vacíos.",,0,3,None,90,85,,
42,09/10/2024,GLA+JDT+DVH,,,0,2,None,90,90,,
Z,09/10/2024,GLA+JDT+DVH,,,0,3,None,65,40,,
39,09/10/2024,GLA+JDT+DVH,,,-,-,-,-,-,,
38,09/10/2024,GLA+JDT+DVH,,,0,4,None,90,60,,
30,09/10/2024,GLA+JDT+DVH,,,0,4,None,85,60,,
31,09/10/2024,GLA+JDT+DVH,,,0,1,None,75,40,,
40,09/10/2024,GLA+JDT+DVH,,,0,4,None,80,60,,
37,09/10/2024,GLA+JDT+DVH,,,0,3,None,85,70,,
32,09/10/2024,GLA+JDT+DVH,,,0,1,None,30,40,,
33,09/10/2024,GLA+JDT+DVH,,,0,1,None,40,50,,
36,09/10/2024,GLA+JDT+DVH,,,0,0,None,80,75,,
35,09/10/2024,GLA+JDT+DVH,,,0,1,None,70,70,,
,,,,,,,,,,,
41,09/24/2024,JCS+GLA+DVH,,,0,1,None,95,100,,
20,09/24/2024,JCS+GLA+DVH,,,0,4,None,80,80,,
21,09/24/2024,JCS+GLA+DVH,,,0,3,None,50,20,,
22,09/24/2024,JCS+GLA+DVH,,,0,2,None,75,60,,
23,09/24/2024,JCS+GLA+DVH,,,-,-,-,-,-,,
26,09/24/2024,JCS+GLA+DVH,,,0,4,None,95,95,,
27,09/24/2024,JCS+GLA+DVH,,,0,1,None,45,30,,
28,09/24/2024,JCS+GLA+DVH,,,0,2,None,95,100,,
43,09/24/2024,JCS+GLA+DVH,,,0,2,None,40,100,,
29,09/24/2024,JCS+GLA+DVH,,,-,-,-,-,-,,
24,09/24/2024,JCS+GLA+DVH,,,0,3,None,50,50,,
25,09/24/2024,JCS+GLA+DVH,,,0,3,None,75,80,,
42,09/24/2024,JCS+GLA+DVH,,,0,2,None,50,20,,
Z,09/24/2024,JCS+GLA+DVH,,,0,3,None,90,95,,
39,09/24/2024,JCS+GLA+DVH,,,-,-,-,-,-,,
38,09/24/2024,JCS+GLA+DVH,,,0,4,None,95,100,,
30,09/24/2024,JCS+GLA+DVH,,,0,4,None,80,100,,
31,09/24/2024,JCS+GLA+DVH,,,0,1,None,75,100,,
40,09/24/2024,JCS+GLA+DVH,,,0,4,None,95,100,,
37,09/24/2024,JCS+GLA+DVH,,,0,3,None,85,100,,
32,09/24/2024,JCS+GLA+DVH,,,0,1,None,95,100,,
33,09/24/2024,JCS+GLA+DVH,,,0,1,None,95,100,,
36,09/24/2024,JCS+GLA+DVH,,,0,0,None,80,100,,
35,09/24/2024,JCS+GLA+DVH,,,0,1,None,90,100,,
,,,,,,,,,,,
41,10/08/2024,GLA+DVH,,,0,1,None,95,100,,
20,10/08/2024,GLA+DVH,,,0,4,None,40,40,,
21,10/08/2024,GLA+DVH,,,0,3,None,90,100,,
22,10/08/2024,GLA+DVH,,,0,2,None,95,100,,
23,10/08/2024,GLA+DVH,,,-,-,-,-,-,,
26,10/08/2024,GLA+DVH,,,0,4,None,95,100,,
27,10/08/2024,GLA+DVH,,,0,1,None,70,100,,
28,10/08/2024,GLA+DVH,,,0,2,None,95,100,,
43,10/08/2024,GLA+DVH,,,0,2,None,60,100,,
29,10/08/2024,GLA+DVH,,,-,-,-,-,-,,
24,10/08/2024,GLA+DVH,,,0,3,None,80,100,,
25,10/08/2024,GLA+DVH,,,0,3,None,75,95,,
42,10/08/2024,GLA+DVH,,,0,2,None,85,90,,
Z,10/08/2024,GLA+DVH,,,0,3,None,90,95,,
39,10/08/2024,GLA+DVH,,,-,-,-,-,-,,
38,10/08/2024,GLA+DVH,,,0,4,None,95,100,,
30,10/08/2024,GLA+DVH,,,0,4,None,80,100,,
31,10/08/2024,GLA+DVH,,,0,1,None,95,100,,
40,10/08/2024,GLA+DVH,,,0,4,None,95,100,,
37,10/08/2024,GLA+DVH,,,0,3,None,95,100,,
32,10/08/2024,GLA+DVH,,,0,1,None,95,100,,
33,10/08/2024,GLA+DVH,,,0,1,None,95,100,,
36,10/08/2024,GLA+DVH,,,0,0,None,90,100,,
35,10/08/2024,GLA+DVH,,,0,1,None,95,100,,
,,,,,,,,,,,
41,10/22/2024,JCS+DVH,,,0,1,None,95,100,,
20,10/22/2024,JCS+DVH,,,0,4,None,90,100,,
21,10/22/2024,JCS+DVH,,,0,3,None,95,100,,
22,10/22/2024,JCS+DVH,1 aborto,,0,2,None,90,100,,
23,10/22/2024,JCS+DVH,,,-,-,-,-,-,,
26,10/22/2024,JCS+DVH,,,0,4,None,95,100,,
27,10/22/2024,JCS+DVH,,,0,1,None,75,100,,
28,10/22/2024,JCS+DVH,1 aborto,,0,2,None,90,100,,
43,10/22/2024,JCS+DVH,,,0,2,None,60,100,,
29,10/22/2024,JCS+DVH,,,-,-,-,-,-,,
24,10/22/2024,JCS+DVH,,,0,3,None,80,100,,
25,10/22/2024,JCS+DVH,4 abortos,,0,3,None,95,100,,
42,10/22/2024,JCS+DVH,,,0,3,None,90,100,,
Z,10/22/2024,JCS+DVH,,,0,3,None,95,100,,
39,10/22/2024,JCS+DVH,,,-,-,-,-,-,,
38,10/22/2024,JCS+DVH,,,0,4,None,95,100,,
30,10/22/2024,JCS+DVH,,,0,4,None,80,100,,
31,10/22/2024,JCS+DVH,,,0,1,None,85,100,,
40,10/22/2024,JCS+DVH,1 aborto,,0,4,None,95,100,,
37,10/22/2024,JCS+DVH,,,0,3,None,95,100,,
32,10/22/2024,JCS+DVH,,,0,1,None,80,100,,
33,10/22/2024,JCS+DVH,,,0,1,None,95,100,,
36,10/22/2024,JCS+DVH,,,0,0,None,90,100,,
35,10/22/2024,JCS+DVH,1 aborto,,0,1,None,90,100,,
,,,,,,,,,,,
41,11/05/2024,GLA+DVH,,,0,1,None,95,100,,
20,11/05/2024,GLA+DVH,,,0,4,None,90,100,,
21,11/05/2024,GLA+DVH,,,0,3,None,95,100,,
22,11/05/2024,GLA+DVH,,,0,2,None,90,100,,
23,11/05/2024,GLA+DVH,,,-,-,-,-,-,,
26,11/05/2024,GLA+DVH,,,0,4,None,95,100,,
27,11/05/2024,GLA+DVH,,,0,1,None,75,100,,
28,11/05/2024,GLA+DVH,,,0,2,None,90,100,,
43,11/05/2024,GLA+DVH,,,0,2,None,60,100,,
29,11/05/2024,GLA+DVH,,,-,-,-,-,-,,
24,11/05/2024,GLA+DVH,,,0,3,None,80,100,,
25,11/05/2024,GLA+DVH,,,0,3,None,95,100,,
42,11/05/2024,GLA+DVH,,,0,3,None,90,95,,
Z,11/05/2024,GLA+DVH,,,0,3,None,95,100,,
39,11/05/2024,GLA+DVH,,,-,-,-,-,-,,
38,11/05/2024,GLA+DVH,,,0,4,None,95,100,,
30,11/05/2024,GLA+DVH,,,0,4,None,80,95,,
31,11/05/2024,GLA+DVH,,,0,1,None,85,95,,
40,11/05/2024,GLA+DVH,,,0,4,None,95,100,,
37,11/05/2024,GLA+DVH,,,0,3,None,95,100,,
32,11/05/2024,GLA+DVH,,,0,1,None,80,100,,
33,11/05/2024,GLA+DVH,,,0,1,None,90,100,,
36,11/05/2024,GLA+DVH,,,0,1,None,95,100,,
35,11/05/2024,GLA+DVH,,,0,1,None,90,100,,
,,,,,,,,,,,
41,19/11/2024,JLT+DVH,,,1,1,None,90,100,,
20,19/11/2024,JLT+DVH,,,0,4,Some (1),90,100,,
21,19/11/2024,JLT+DVH,,,0,2,None,95,100,,
22,19/11/2024,JLT+DVH,,,0,2,None,90,100,,
23,19/11/2024,JLT+DVH,,,-,-,-,-,-,,
26,19/11/2024,JLT+DVH,,,1,3,Some (1),95,100,,
27,19/11/2024,JLT+DVH,,,0,1,None,75,100,,
28,19/11/2024,JLT+DVH,,,0,2,None,90,100,,
43,19/11/2024,JLT+DVH,,,0,2,None,60,100,,
29,19/11/2024,JLT+DVH,,,-,-,-,-,-,,
24,19/11/2024,JLT+DVH,,,0,3,Some (1),80,100,,
25,19/11/2024,JLT+DVH,,,0,3,Some (1),90,100,,
42,19/11/2024,JLT+DVH,,,0,3,Some (2),90,100,,
Z,19/11/2024,JLT+DVH,,,1,3,Some (1),95,100,,
39,19/11/2024,JLT+DVH,,,-,-,-,-,-,,
38,19/11/2024,JLT+DVH,,,0,4,None,90,100,,
30,19/11/2024,JLT+DVH,,,0,4,None,80,100,,
31,19/11/2024,JLT+DVH,,,0,1,None,90,100,,
40,19/11/2024,JLT+DVH,,,0,4,None,95,100,,
37,19/11/2024,JLT+DVH,,,0,3,None,95,100,,
32,19/11/2024,JLT+DVH,,,1,1,None,80,100,,
33,19/11/2024,JLT+DVH,,,3,1,None,90,100,,
36,19/11/2024,JLT+DVH,,,0,1,None,95,100,,
35,19/11/2024,JLT+DVH,,,1,1,None,90,100,,
,,,,,,,,,,,
41,03/12/2024,JLT+GLA,,,3,0,Some (1),90,100,,
20,03/12/2024,JLT+GLA,,,0,2,Some (4),90,100,,
21,03/12/2024,JLT+GLA,,,0,0,Some (2),95,100,,
22,03/12/2024,JLT+GLA,,,0,1,Some (2),90,100,,
23,03/12/2024,JLT+GLA,,,-,-,-,-,-,,
26,03/12/2024,JLT+GLA,,,1,1,Some (3),95,100,,
27,03/12/2024,JLT+GLA,,,0,1,Some (1),75,100,,
28,03/12/2024,JLT+GLA,,,2,1,Some (2),90,100,,
43,03/12/2024,JLT+GLA,,,0,1,Some (2),60,100,,
29,03/12/2024,JLT+GLA,,,-,-,-,-,-,,
24,03/12/2024,JLT+GLA,,,1,1,Some (3),80,100,,
25,03/12/2024,JLT+GLA,,,1,1,Some (3),90,100,,
42,03/12/2024,JLT+GLA,,,2,3,Some (3),90,100,,
Z,03/12/2024,JLT+GLA,,,3,0,Some (3),95,100,,
39,03/12/2024,JLT+GLA,,,-,-,-,-,-,,
38,03/12/2024,JLT+GLA,,,0,0,Some (4),90,100,,
30,03/12/2024,JLT+GLA,,,1,0,Some (4),85,100,,
31,03/12/2024,JLT+GLA,,,0,0,Some (1),95,100,,
40,03/12/2024,JLT+GLA,,,0,0,Some (4),95,100,,
37,03/12/2024,JLT+GLA,,,0,0,Some (3),95,100,,
32,03/12/2024,JLT+GLA,,,1,1,Some (1),80,100,,
33,03/12/2024,JLT+GLA,,,3,0,Some (1),95,100,,
36,03/12/2024,JLT+GLA,,,0,1,Some (1),95,100,,
35,03/12/2024,JLT+GLA,,,1,0,Some (1),95,100,,
,,,,,,,,,,,
41,10/12/2024,DVH+JLT,,,4,1,None,95,100,,
20,10/12/2024,DVH+JLT,,,0,2,Many (100+),90,100,,
21,10/12/2024,DVH+JLT,,,1,1,Some (10),90,100,,
22,10/12/2024,DVH+JLT,,,0,2,Some (1),95,100,,
23,10/12/2024,DVH+JLT,,,-,-,-,-,-,,
26,10/12/2024,DVH+JLT,,,4,2,Many (45),95,100,,
27,10/12/2024,DVH+JLT,,,1,2,Some (1),95,100,,
28,10/12/2024,DVH+JLT,,,3,2,Some (22),90,100,,
43,10/12/2024,DVH+JLT,,,2,2,None,65,100,,
29,10/12/2024,DVH+JLT,,,-,-,-,-,-,,
24,10/12/2024,DVH+JLT,,,3,4,Many (45),85,100,,
25,10/12/2024,DVH+JLT,,,1,3,Some,90,100,,
42,10/12/2024,DVH+JLT,,,4,1,Many (74),95,100,,
Z,10/12/2024,DVH+JLT,,,3,2,Many (76),95,100,,
39,10/12/2024,DVH+JLT,,,-,-,-,-,-,,
38,10/12/2024,DVH+JLT,,,3,2,Many (38),95,100,,
30,10/12/2024,DVH+JLT,,,2,4,None,85,100,,
31,10/12/2024,DVH+JLT,,,4,2,None,90,100,,
40,10/12/2024,DVH+JLT,,,2,4,Some (1),95,100,,
37,10/12/2024,DVH+JLT,,,2,1,Some (6),95,100,,
32,10/12/2024,DVH+JLT,,,1,2,None,80,100,,
33,10/12/2024,DVH+JLT,,,3,1,None,95,100,,
36,10/12/2024,DVH+JLT,,,1,1,None,95,100,,
35,10/12/2024,DVH+JLT,,,1,1,None,95,100,,
,,,,,,,,,,,
41,14/01/2025,JCS+RSJ,,,1,0,None,95,100,,
20,14/01/2025,JCS+RSJ,,,2,0,Many (181),100,100,,
21,14/01/2025,JCS+RSJ,,,2,1,Many (167),95,100,,
22,14/01/2025,JCS+RSJ,,,2,2,Many (87),95,100,,
23,14/01/2025,JCS+RSJ,,,-,-,-,-,-,,
26,14/01/2025,JCS+RSJ,,,1,1,Many (91),95,100,,
27,14/01/2025,JCS+RSJ,,,2,1,Some (19),95,100,,
28,14/01/2025,JCS+RSJ,,,2,1,Many (49),90,100,,
43,14/01/2025,JCS+RSJ,,,1,0,Some (3),65,100,,
29,14/01/2025,JCS+RSJ,,,-,-,-,-,-,,
24,14/01/2025,JCS+RSJ,,,1,1,Many (228),85,100,,
25,14/01/2025,JCS+RSJ,,,1,1,Many (241),90,100,,
42,14/01/2025,JCS+RSJ,,,1,0,Many (35),90,95,,
Z,15/01/2025,JCS+RSJ,,,1,1,Many (76),90,100,,
39,15/01/2025,JCS+RSJ,,,-,-,-,-,-,,
38,15/01/2025,JCS+RSJ,,,1,0,Some (2),100,100,,
30,15/01/2025,JCS+RSJ,,,1,1,None,80,100,,
31,15/01/2025,JCS+RSJ,,,1,1,None,95,100,,
40,15/01/2025,JCS+RSJ,,,1,0,None,90,100,,
37,15/01/2025,JCS+RSJ,,,1,0,None,100,100,,
32,15/01/2025,JCS+RSJ,,,0,1,None,80,100,,
33,15/01/2025,JCS+RSJ,,,0,0,None,100,100,,
36,15/01/2025,JCS+RSJ,,,2,0,None,90,100,,
35,15/01/2025,JCS+RSJ,,,1,0,None,90,100,,
,,,,,,,,,,,
,,,,,,,,,,,
